sample_id,time,label,robot_sensor
sample_004,13,surface_state_a,-1.869453
sample_004,14,surface_state_a,-1.869453
sample_004,15,surface_state_a,-1.0265435
sample_004,16,surface_state_a,-0.39436127
sample_004,17,surface_state_a,-0.39436127
sample_004,18,surface_state_a,-0.39436127
sample_004,19,surface_state_a,-0.39436127
sample_004,20,surface_state_a,0.23782092
sample_004,21,surface_state_a,0.8700031
sample_004,22,surface_state_a,0.8700031
sample_004,23,surface_state_a,1.0807305
sample_004,24,surface_state_a,1.0807305
sample_004,25,surface_state_a,1.2914579
sample_004,26,surface_state_a,1.2914579
sample_004,27,surface_state_a,1.0807305
sample_004,28,surface_state_a,0.65927571
sample_004,29,surface_state_a,0.44854831
sample_004,30,surface_state_a,0.23782092
sample_004,31,surface_state_a,0.027093522
sample_004,32,surface_state_a,-0.18363387
sample_004,33,surface_state_a,-0.18363387
sample_004,34,surface_state_a,-0.18363387
sample_004,35,surface_state_a,-0.60508866
sample_004,36,surface_state_a,-0.60508866
sample_004,37,surface_state_a,-1.0265435
sample_004,38,surface_state_a,-0.81581606
sample_004,39,surface_state_a,-1.0265435
sample_004,40,surface_state_a,-1.6587256
sample_004,41,surface_state_a,-1.6587256
sample_004,42,surface_state_a,-0.18363387
sample_004,43,surface_state_a,1.2914579
sample_004,44,surface_state_a,1.7129127
sample_004,45,surface_state_a,0.65927571
sample_004,46,surface_state_a,-0.39436127
sample_004,47,surface_state_a,-0.81581606
sample_004,48,surface_state_a,-1.0265435
sample_004,49,surface_state_a,-0.39436127
sample_004,50,surface_state_a,0.23782092
sample_004,51,surface_state_a,0.027093522
sample_004,52,surface_state_a,-1.0265435
sample_004,53,surface_state_a,-1.869453
sample_004,54,surface_state_a,-2.0801804
sample_004,55,surface_state_a,-1.0265435
sample_004,56,surface_state_a,0.23782092
sample_004,57,surface_state_a,1.5021853
sample_004,58,surface_state_a,1.2914579
sample_004,59,surface_state_a,0.8700031
sample_004,60,surface_state_a,0.44854831
sample_004,61,surface_state_a,0.027093522
sample_004,62,surface_state_a,0.23782092
sample_004,63,surface_state_a,0.65927571
sample_004,64,surface_state_a,0.65927571
sample_004,65,surface_state_a,0.44854831
sample_004,66,surface_state_a,0.027093522
sample_004,67,surface_state_a,0.44854831
sample_004,68,surface_state_a,0.65927571
sample_004,69,surface_state_a,0.8700031
sample_005,0,surface_state_a,-0.7075444
sample_005,1,surface_state_a,-0.068472039
sample_005,2,surface_state_a,0.57060033
sample_005,3,surface_state_a,1.5292089
sample_005,4,surface_state_a,2.1682812
sample_005,5,surface_state_a,0.25106414
sample_005,6,surface_state_a,-0.38800822
sample_005,7,surface_state_a,-0.068472039
sample_005,8,surface_state_a,-0.068472039
sample_005,9,surface_state_a,-0.7075444
sample_005,10,surface_state_a,-0.38800822
sample_005,11,surface_state_a,-0.38800822
sample_005,12,surface_state_a,-0.068472039
sample_005,13,surface_state_a,-0.38800822
sample_005,14,surface_state_a,-0.7075444
sample_005,15,surface_state_a,-1.3466168
sample_005,16,surface_state_a,-1.3466168
sample_005,17,surface_state_a,-1.3466168
sample_005,18,surface_state_a,-0.7075444
sample_005,19,surface_state_a,-0.38800822
sample_005,20,surface_state_a,-0.38800822
sample_005,21,surface_state_a,-0.068472039
sample_005,22,surface_state_a,0.25106414
sample_005,23,surface_state_a,0.57060033
sample_005,24,surface_state_a,0.25106414
sample_005,25,surface_state_a,0.25106414
sample_005,26,surface_state_a,0.25106414
sample_005,27,surface_state_a,0.25106414
sample_005,28,surface_state_a,-0.068472039
sample_005,29,surface_state_a,0.25106414
sample_005,30,surface_state_a,0.25106414
sample_005,31,surface_state_a,0.57060033
sample_005,32,surface_state_a,0.57060033
sample_005,33,surface_state_a,0.57060033
sample_005,34,surface_state_a,0.25106414
sample_005,35,surface_state_a,0.25106414
sample_005,36,surface_state_a,-0.068472039
sample_005,37,surface_state_a,0.25106414
sample_005,38,surface_state_a,-0.068472039
sample_005,39,surface_state_a,0.89013651
sample_005,40,surface_state_a,1.5292089
sample_005,41,surface_state_a,2.1682812
sample_005,42,surface_state_a,2.1682812
sample_005,43,surface_state_a,2.1682812
sample_005,44,surface_state_a,2.1682812
sample_005,45,surface_state_a,0.57060033
sample_005,46,surface_state_a,-1.0270806
sample_005,47,surface_state_a,-1.0270806
sample_005,48,surface_state_a,-1.3466168
sample_005,49,surface_state_a,-1.0270806
sample_005,50,surface_state_a,-1.0270806
sample_005,51,surface_state_a,-1.666153
sample_005,52,surface_state_a,-1.666153
sample_005,53,surface_state_a,-2.3052253
sample_005,54,surface_state_a,-2.6247615
sample_005,55,surface_state_a,-1.666153
sample_005,56,surface_state_a,-0.068472039
sample_005,57,surface_state_a,0.25106414
sample_005,58,surface_state_a,-0.38800822
sample_005,59,surface_state_a,-0.068472039
sample_005,60,surface_state_a,0.25106414
sample_005,61,surface_state_a,0.57060033
sample_005,62,surface_state_a,0.57060033
sample_005,63,surface_state_a,0.57060033
sample_005,64,surface_state_a,0.25106414
sample_005,65,surface_state_a,0.57060033
sample_005,66,surface_state_a,0.57060033
sample_005,67,surface_state_a,0.57060033
sample_005,68,surface_state_a,0.25106414
sample_005,69,surface_state_a,0.25106414
sample_006,0,surface_state_a,-0.8462147
sample_006,1,surface_state_a,0.094023878
sample_006,2,surface_state_a,1.0342625
sample_006,3,surface_state_a,1.974501
sample_006,4,surface_state_a,1.5043818
sample_006,5,surface_state_a,1.0342625
sample_006,6,surface_state_a,0.094023878
sample_006,7,surface_state_a,-1.0812743
sample_006,8,surface_state_a,-1.0812743
sample_006,9,surface_state_a,-0.37609541
sample_006,10,surface_state_a,-0.61115506
sample_006,11,surface_state_a,-1.0812743
sample_006,12,surface_state_a,-2.2565726
sample_006,13,surface_state_a,-2.7266926
sample_006,14,surface_state_a,-1.7864533
sample_006,15,surface_state_a,-0.37609541
sample_006,16,surface_state_a,0.32908352
sample_006,17,surface_state_a,0.79920281
sample_006,18,surface_state_a,0.56414317
sample_006,19,surface_state_a,0.094023878
sample_006,20,surface_state_a,-0.37609541
sample_006,21,surface_state_a,-0.14103577
sample_006,22,surface_state_a,-0.14103577
sample_006,23,surface_state_a,0.094023878
sample_006,24,surface_state_a,0.094023878
sample_006,25,surface_state_a,0.094023878
sample_006,26,surface_state_a,0.094023878
sample_006,27,surface_state_a,0.094023878
sample_006,28,surface_state_a,0.32908352
sample_006,29,surface_state_a,0.56414317
sample_006,30,surface_state_a,0.56414317
sample_006,31,surface_state_a,0.56414317
sample_006,32,surface_state_a,0.56414317
sample_006,33,surface_state_a,0.32908352
sample_006,34,surface_state_a,0.32908352
sample_006,35,surface_state_a,0.56414317
sample_006,36,surface_state_a,0.32908352
sample_006,37,surface_state_a,0.56414317
sample_006,38,surface_state_a,0.79920281
sample_006,39,surface_state_a,0.79920281
sample_006,40,surface_state_a,0.32908352
sample_006,41,surface_state_a,-0.37609541
sample_006,42,surface_state_a,-0.14103577
sample_006,43,surface_state_a,1.5043818
sample_006,44,surface_state_a,1.974501
sample_006,45,surface_state_a,1.2693221
sample_006,46,surface_state_a,0.56414317
sample_006,47,surface_state_a,-0.37609541
sample_006,48,surface_state_a,-1.0812743
sample_006,49,surface_state_a,-0.61115506
sample_006,50,surface_state_a,-0.14103577
sample_006,51,surface_state_a,-0.37609541
sample_006,52,surface_state_a,-1.0812743
sample_006,53,surface_state_a,-2.0215129
sample_006,54,surface_state_a,-2.7266926
sample_006,55,surface_state_a,-2.4916322
sample_006,56,surface_state_a,-1.0812743
sample_006,57,surface_state_a,-0.37609541
sample_006,58,surface_state_a,-0.14103577
sample_006,59,surface_state_a,-0.14103577
sample_006,60,surface_state_a,-0.14103577
sample_006,61,surface_state_a,0.32908352
sample_006,62,surface_state_a,0.32908352
sample_006,63,surface_state_a,0.79920281
sample_006,64,surface_state_a,0.79920281
sample_006,65,surface_state_a,0.79920281
sample_006,66,surface_state_a,0.79920281
sample_006,67,surface_state_a,0.79920281
sample_006,68,surface_state_a,0.79920281
sample_006,69,surface_state_a,0.79920281
sample_007,0,surface_state_b,0.99363583
sample_007,1,surface_state_b,2.2737801
sample_007,2,surface_state_b,2.9138523
sample_007,3,surface_state_b,2.2737801
sample_007,4,surface_state_b,1.633708
sample_007,5,surface_state_b,0.14020629
sample_007,6,surface_state_b,-0.71322325
sample_007,7,surface_state_b,-1.139938
sample_007,8,surface_state_b,-0.92658063
sample_007,9,surface_state_b,-0.49986586
sample_007,10,surface_state_b,-0.92658063
sample_007,11,surface_state_b,-1.5666528
sample_007,12,surface_state_b,-1.7800102
sample_007,13,surface_state_b,-1.9933676
sample_007,14,surface_state_b,-2.2067256
sample_007,15,surface_state_b,-1.7800102
sample_007,16,surface_state_b,-1.3532954
sample_007,17,surface_state_b,-0.71322325
sample_007,18,surface_state_b,-0.49986586
sample_007,19,surface_state_b,-0.28650848
sample_007,20,surface_state_b,0.35356367
sample_007,21,surface_state_b,0.35356367
sample_007,22,surface_state_b,0.78027844
sample_007,23,surface_state_b,0.78027844
sample_007,24,surface_state_b,0.78027844
sample_007,25,surface_state_b,0.56692106
sample_007,26,surface_state_b,0.56692106
sample_007,27,surface_state_b,0.35356367
sample_007,28,surface_state_b,0.56692106
sample_007,29,surface_state_b,0.56692106
sample_007,30,surface_state_b,0.56692106
sample_007,31,surface_state_b,0.35356367
sample_007,32,surface_state_b,0.35356367
sample_007,33,surface_state_b,0.14020629
sample_007,34,surface_state_b,0.14020629
sample_007,35,surface_state_b,0.35356367
sample_007,36,surface_state_b,0.14020629
sample_007,37,surface_state_b,0.35356367
sample_007,38,surface_state_b,0.56692106
sample_007,39,surface_state_b,0.78027844
sample_007,40,surface_state_b,0.78027844
sample_007,41,surface_state_b,1.2069932
sample_007,42,surface_state_b,1.4203506
sample_007,43,surface_state_b,1.4203506
sample_007,44,surface_state_b,0.35356367
sample_007,45,surface_state_b,-0.28650848
sample_007,46,surface_state_b,-0.71322325
sample_007,47,surface_state_b,-0.92658063
sample_007,48,surface_state_b,-0.92658063
sample_007,49,surface_state_b,-0.71322325
sample_007,50,surface_state_b,-0.71322325
sample_007,51,surface_state_b,-1.139938
sample_007,52,surface_state_b,-1.5666528
sample_007,53,surface_state_b,-1.3532954
sample_007,54,surface_state_b,-1.139938
sample_007,55,surface_state_b,-0.49986586
sample_007,56,surface_state_b,0.14020629
sample_007,57,surface_state_b,0.14020629
sample_007,58,surface_state_b,0.14020629
sample_007,59,surface_state_b,0.14020629
sample_007,60,surface_state_b,0.14020629
sample_007,61,surface_state_b,0.35356367
sample_007,62,surface_state_b,0.35356367
sample_007,63,surface_state_b,0.14020629
sample_007,64,surface_state_b,-0.073151094
sample_007,65,surface_state_b,-0.073151094
sample_007,66,surface_state_b,-0.073151094
sample_007,67,surface_state_b,0.14020629
sample_007,68,surface_state_b,0.14020629
sample_007,69,surface_state_b,-0.073151094
sample_008,0,surface_state_b,0.61164509
sample_008,1,surface_state_b,1.3173894
sample_008,2,surface_state_b,2.0231338
sample_008,3,surface_state_b,2.2583819
sample_008,4,surface_state_b,2.0231338
sample_008,5,surface_state_b,1.7878857
sample_008,6,surface_state_b,0.37639698
sample_008,7,surface_state_b,-0.79984358
sample_008,8,surface_state_b,-1.5055879
sample_008,9,surface_state_b,-1.9760841
sample_008,10,surface_state_b,-1.2703398
sample_008,11,surface_state_b,-0.79984358
sample_008,12,surface_state_b,-1.2703398
sample_008,13,surface_state_b,-1.5055879
sample_008,14,surface_state_b,-1.9760841
sample_008,15,surface_state_b,-1.5055879
sample_008,16,surface_state_b,-1.0350917
sample_008,17,surface_state_b,-0.79984358
sample_008,18,surface_state_b,-0.32934736
sample_008,19,surface_state_b,-0.32934736
sample_008,20,surface_state_b,0.14114887
sample_008,21,surface_state_b,0.37639698
sample_008,22,surface_state_b,0.61164509
sample_008,23,surface_state_b,0.84689321
sample_008,24,surface_state_b,0.61164509
sample_008,25,surface_state_b,0.61164509
sample_008,26,surface_state_b,0.37639698
sample_008,27,surface_state_b,0.37639698
sample_008,28,surface_state_b,0.14114887
sample_008,29,surface_state_b,0.14114887
sample_008,30,surface_state_b,0.14114887
sample_008,31,surface_state_b,0.14114887
sample_008,32,surface_state_b,0.14114887
sample_008,33,surface_state_b,0.37639698
sample_008,34,surface_state_b,0.14114887
sample_008,35,surface_state_b,0.14114887
sample_008,36,surface_state_b,0.14114887
sample_008,37,surface_state_b,0.61164509
sample_008,38,surface_state_b,1.0821413
sample_008,39,surface_state_b,1.3173894
sample_008,40,surface_state_b,0.37639698
sample_008,41,surface_state_b,0.37639698
sample_008,42,surface_state_b,1.5526375
sample_008,43,surface_state_b,2.0231338
sample_008,44,surface_state_b,1.5526375
sample_008,45,surface_state_b,0.14114887
sample_008,46,surface_state_b,-0.56459547
sample_008,47,surface_state_b,-1.2703398
sample_008,48,surface_state_b,-1.5055879
sample_008,49,surface_state_b,-0.79984358
sample_008,50,surface_state_b,-0.094099245
sample_008,51,surface_state_b,-0.094099245
sample_008,52,surface_state_b,-0.79984358
sample_008,53,surface_state_b,-1.5055879
sample_008,54,surface_state_b,-1.740836
sample_008,55,surface_state_b,-1.0350917
sample_008,56,surface_state_b,-0.094099245
sample_008,57,surface_state_b,0.61164509
sample_008,58,surface_state_b,0.61164509
sample_008,59,surface_state_b,0.37639698
sample_008,60,surface_state_b,0.37639698
sample_008,61,surface_state_b,0.14114887
sample_008,62,surface_state_b,0.14114887
sample_008,63,surface_state_b,-0.094099245
sample_008,64,surface_state_b,-0.32934736
sample_008,65,surface_state_b,-0.56459547
sample_008,66,surface_state_b,-0.56459547
sample_008,67,surface_state_b,-0.56459547
sample_008,68,surface_state_b,-0.32934736
sample_008,69,surface_state_b,-0.094099245
sample_009,0,surface_state_b,0.64449713
sample_009,1,surface_state_b,1.2037715
sample_009,2,surface_state_b,1.9494706
sample_009,3,surface_state_b,2.1358954
sample_009,4,surface_state_b,2.1358954
sample_009,5,surface_state_b,1.3901963
sample_009,6,surface_state_b,0.45807234
sample_009,7,surface_state_b,-0.66047638
sample_009,8,surface_state_b,-1.2197507
sample_009,9,surface_state_b,-1.4061755
sample_009,10,surface_state_b,-1.2197507
sample_009,11,surface_state_b,-0.84690117
sample_009,12,surface_state_b,-0.84690117
sample_009,13,surface_state_b,-1.4061755
sample_009,14,surface_state_b,-1.7790251
sample_009,15,surface_state_b,-1.5926003
sample_009,16,surface_state_b,-1.2197507
sample_009,17,surface_state_b,-0.84690117
sample_009,18,surface_state_b,-0.47405159
sample_009,19,surface_state_b,-0.47405159
sample_009,20,surface_state_b,-0.28762681
sample_009,21,surface_state_b,0.085222767
sample_009,22,surface_state_b,0.27164755
sample_009,23,surface_state_b,0.45807234
sample_009,24,surface_state_b,0.45807234
sample_009,25,surface_state_b,0.45807234
sample_009,26,surface_state_b,0.45807234
sample_009,27,surface_state_b,0.45807234
sample_009,28,surface_state_b,0.27164755
sample_009,29,surface_state_b,0.085222767
sample_009,30,surface_state_b,0.085222767
sample_009,31,surface_state_b,0.085222767
sample_009,32,surface_state_b,0.085222767
sample_009,33,surface_state_b,0.27164755
sample_009,34,surface_state_b,0.085222767
sample_009,35,surface_state_b,0.085222767
sample_009,36,surface_state_b,0.085222767
sample_009,37,surface_state_b,0.64449713
sample_009,38,surface_state_b,1.0173467
sample_009,39,surface_state_b,1.3901963
sample_009,40,surface_state_b,1.2037715
sample_009,41,surface_state_b,1.2037715
sample_009,42,surface_state_b,1.7630458
sample_009,43,surface_state_b,2.1358954
sample_009,44,surface_state_b,1.7630458
sample_009,45,surface_state_b,0.64449713
sample_009,46,surface_state_b,-0.10120202
sample_009,47,surface_state_b,-0.66047638
sample_009,48,surface_state_b,-1.2197507
sample_009,49,surface_state_b,-1.2197507
sample_009,50,surface_state_b,-0.66047638
sample_009,51,surface_state_b,-0.66047638
sample_009,52,surface_state_b,-1.4061755
sample_009,53,surface_state_b,-1.9654504
sample_009,54,surface_state_b,-1.7790251
sample_009,55,surface_state_b,-1.4061755
sample_009,56,surface_state_b,-0.47405159
sample_009,57,surface_state_b,0.085222767
sample_009,58,surface_state_b,0.45807234
sample_009,59,surface_state_b,0.27164755
sample_009,60,surface_state_b,-0.28762681
sample_009,61,surface_state_b,-0.10120202
sample_009,62,surface_state_b,0.085222767
sample_009,63,surface_state_b,0.27164755
sample_009,64,surface_state_b,0.085222767
sample_009,65,surface_state_b,-0.10120202
sample_009,66,surface_state_b,-0.10120202
sample_009,67,surface_state_b,-0.10120202
sample_009,68,surface_state_b,-0.10120202
sample_009,69,surface_state_b,-0.10120202
sample_010,0,surface_state_b,1.2042185
sample_010,1,surface_state_b,2.5392119
sample_010,2,surface_state_b,2.5392119
sample_010,3,surface_state_b,2.3484985
sample_010,4,surface_state_b,1.9670719
sample_010,5,surface_state_b,1.0135052
sample_010,6,surface_state_b,-0.3214882
sample_010,7,surface_state_b,-1.0843416
sample_010,8,surface_state_b,-1.4657682
sample_010,9,surface_state_b,-1.4657682
sample_010,10,surface_state_b,-1.0843416
sample_010,11,surface_state_b,-1.2750549
sample_010,12,surface_state_b,-1.2750549
sample_010,13,surface_state_b,-1.2750549
sample_010,14,surface_state_b,-1.2750549
sample_010,15,surface_state_b,-1.2750549
sample_010,16,surface_state_b,-1.0843416
sample_010,17,surface_state_b,-0.89362821
sample_010,18,surface_state_b,-0.51220154
sample_010,19,surface_state_b,-0.3214882
sample_010,20,surface_state_b,-0.13077486
sample_010,21,surface_state_b,0.44136515
sample_010,22,surface_state_b,0.44136515
sample_010,23,surface_state_b,0.25065182
sample_010,24,surface_state_b,0.059938478
sample_010,25,surface_state_b,0.44136515
sample_010,26,surface_state_b,0.44136515
sample_010,27,surface_state_b,0.25065182
sample_010,28,surface_state_b,0.25065182
sample_010,29,surface_state_b,0.25065182
sample_010,30,surface_state_b,0.44136515
sample_010,31,surface_state_b,0.44136515
sample_010,32,surface_state_b,0.44136515
sample_010,33,surface_state_b,0.25065182
sample_010,34,surface_state_b,0.25065182
sample_010,35,surface_state_b,-0.13077486
sample_010,36,surface_state_b,0.44136515
sample_010,37,surface_state_b,1.0135052
sample_010,38,surface_state_b,1.0135052
sample_010,39,surface_state_b,1.0135052
sample_010,40,surface_state_b,1.2042185
sample_010,41,surface_state_b,1.3949318
sample_010,42,surface_state_b,1.5856452
sample_010,43,surface_state_b,1.2042185
sample_010,44,surface_state_b,0.25065182
sample_010,45,surface_state_b,-0.3214882
sample_010,46,surface_state_b,-0.70291488
sample_010,47,surface_state_b,-1.0843416
sample_010,48,surface_state_b,-1.2750549
sample_010,49,surface_state_b,-0.70291488
sample_010,50,surface_state_b,-0.51220154
sample_010,51,surface_state_b,-1.0843416
sample_010,52,surface_state_b,-1.6564816
sample_010,53,surface_state_b,-1.8471949
