sample_id,time,label,watch_axis_1,watch_axis_2,watch_axis_3,watch_axis_4,watch_axis_5,watch_axis_6
sample_002,60,Badminton,2.049775,-1.794113,-2.964297,-0.44212,1.773806,0.319605
sample_002,61,Badminton,2.049775,-1.794113,-2.964297,-0.44212,1.773806,0.319605
sample_002,62,Badminton,2.456584,-0.977395,-3.596912,0.050604,1.448875,0.082565
sample_002,63,Badminton,2.253637,0.060709,-2.914444,0.503377,0.945497,0.149149
sample_002,64,Badminton,2.642323,-1.303753,-3.077653,-0.186436,0.047941,-0.295634
sample_002,65,Badminton,2.320242,-4.881591,1.719183,-0.902883,0.391516,0.042614
sample_002,66,Badminton,1.326611,-11.466263,3.773886,-1.16123,1.281082,0.604586
sample_002,67,Badminton,-1.448187,-13.567987,5.383225,5.260161,2.452966,3.462384
sample_002,68,Badminton,15.030941,-11.862476,-8.118355,5.609063,4.506426,5.784845
sample_002,69,Badminton,12.129501,-5.890267,-4.90403,4.546377,3.518315,5.579765
sample_002,70,Badminton,5.690308,0.484283,-1.433554,2.498244,1.659281,3.446404
sample_002,71,Badminton,4.634069,0.133327,-1.511251,0.495387,0.577952,1.486162
sample_002,72,Badminton,6.569725,5.373993,-5.955382,-0.407496,1.78446,0.804339
sample_002,73,Badminton,15.63417,11.049356,-13.499431,-1.582043,1.017408,-6.147064
sample_002,74,Badminton,29.363152,-19.840643,-18.779282,-3.409117,-1.193191,-15.511481
sample_002,75,Badminton,26.280546,-5.480073,-3.940388,-5.92334,-4.847338,-5.276141
sample_002,76,Badminton,16.492428,-10.453169,-3.226366,-1.568726,-1.917628,-5.763538
sample_002,77,Badminton,9.997568,-12.801989,-0.061221,-1.813757,-1.411588,-2.175975
sample_002,78,Badminton,4.185562,-3.654261,1.149626,0.705794,-1.089319,-0.01598
sample_002,79,Badminton,1.013015,-0.604945,-0.04302,-0.189099,0.029297,0.735091
sample_002,80,Badminton,1.135246,0.213364,-1.611751,-0.013317,0.103872,0.506041
sample_002,81,Badminton,0.75377,1.153655,-2.279173,1.203844,0.005327,0.620566
sample_002,82,Badminton,-0.319845,0.663853,-1.826974,1.046705,-0.167792,1.041379
sample_002,83,Badminton,-1.373341,1.8009,-2.201588,0.902883,-0.125179,1.049369
sample_002,84,Badminton,-0.733017,0.160241,-3.137796,1.185201,-0.292971,0.838962
sample_002,85,Badminton,-0.733017,0.160241,-3.137796,1.185201,-0.292971,0.838962
sample_002,86,Badminton,-0.500584,-0.441504,-1.457143,1.755163,-0.697804,1.347667
sample_002,87,Badminton,-0.500584,-0.441504,-1.457143,1.755163,-0.697804,1.347667
sample_002,88,Badminton,-1.743114,0.299958,-0.15312,0.727101,-0.612576,0.303624
sample_002,89,Badminton,-1.743114,0.299958,-0.15312,0.727101,-0.612576,0.303624
sample_002,90,Badminton,-1.492494,0.996572,-0.596147,1.707222,-0.737754,0.572625
sample_002,91,Badminton,1.251521,-6.947818,-3.770396,1.896321,-0.343575,0.138495
sample_002,92,Badminton,-1.72232,-2.025007,-0.6006,-0.332922,1.973559,0.511368
sample_002,93,Badminton,-1.72232,-2.025007,-0.6006,-0.332922,1.973559,0.511368
sample_002,94,Badminton,-6.587615,8.542692,-3.10547,0.308951,2.319798,0.02397
sample_002,95,Badminton,0.019402,-12.302016,-11.038343,-0.327595,-0.226387,-1.225151
sample_002,96,Badminton,10.99736,-10.183113,-6.38185,6.698382,-4.269386,5.699617
sample_002,97,Badminton,5.448675,11.008286,-1.559702,4.032346,-1.962906,5.566449
sample_002,98,Badminton,3.880618,1.651236,-3.174812,0.68715,-1.725865,1.560736
sample_002,99,Badminton,14.769772,14.047495,-8.102727,2.357085,-0.540665,1.925618
sample_003,0,Badminton,-0.592124,-0.39274,-1.411327,-0.306288,0.354229,-0.143822
sample_003,1,Badminton,-0.592124,-0.39274,-1.411327,-0.306288,0.354229,-0.143822
sample_003,2,Badminton,0.330361,0.144771,-0.982163,-0.133169,0.22106,0.21307
sample_003,3,Badminton,0.834415,-0.359371,-0.141869,0.210406,0.173119,0.311615
sample_003,4,Badminton,2.385987,0.866971,0.073025,-0.239704,0.905547,1.13726
sample_003,5,Badminton,2.385987,0.866971,0.073025,-0.239704,0.905547,1.13726
sample_003,6,Badminton,0.556966,5.598286,-3.054164,-4.165514,2.543521,-0.058594
sample_003,7,Badminton,0.111055,1.159097,-4.465828,-2.852472,3.369166,-1.864361
sample_003,8,Badminton,0.628035,-1.204296,-3.861423,-2.23457,3.017601,-1.933608
sample_003,9,Badminton,0.628035,-1.204296,-3.861423,-2.23457,3.017601,-1.933608
sample_003,10,Badminton,-1.369799,-0.770784,-3.170381,-1.744509,1.920292,-0.527348
sample_003,11,Badminton,-1.369799,-0.770784,-3.170381,-1.744509,1.920292,-0.527348
sample_003,12,Badminton,-2.526851,0.5262,-2.885201,-1.169221,1.819084,-0.508704
sample_003,13,Badminton,0.194443,0.107947,-3.837353,0.138495,-0.93218,-0.9162
sample_003,14,Badminton,0.194443,0.107947,-3.837353,0.138495,-0.93218,-0.9162
sample_003,15,Badminton,2.456769,3.48374,-5.195936,0.410159,-1.677925,-0.727101
sample_003,16,Badminton,8.209677,4.770407,-6.306694,1.32636,-2.050797,-1.257112
sample_003,17,Badminton,13.359024,-0.975222,-5.840313,1.80843,-7.587948,-2.514224
sample_003,18,Badminton,19.865013,-1.008089,-0.823371,4.157525,-10.40047,0.079901
sample_003,19,Badminton,9.976207,4.700312,6.974834,1.464855,-2.68468,0.0
sample_003,20,Badminton,2.27796,6.122298,2.77615,1.32636,0.276991,-0.822982
sample_003,21,Badminton,0.428317,1.90493,1.037491,0.292971,0.564635,-0.44212
sample_003,22,Badminton,-0.152973,-2.393661,-0.511128,-0.287644,0.412823,-0.303624
sample_003,23,Badminton,-0.796999,-0.310175,0.116607,0.274327,0.22106,0.071911
sample_003,24,Badminton,-0.43834,-0.406591,-0.388629,0.047941,-0.058594,0.295634
sample_003,25,Badminton,-0.34165,-0.324664,-0.279104,0.886903,-0.149149,0.548655
sample_003,26,Badminton,-0.053646,-2.599225,-0.700091,1.58737,-0.207743,0.945497
sample_003,27,Badminton,-0.106297,-1.90079,-0.086203,1.651291,-0.106535,1.632647
sample_003,28,Badminton,0.084382,-3.480524,1.007324,5.888717,0.290308,2.00552
sample_003,29,Badminton,0.73838,-2.470299,-1.95324,5.262824,1.363647,5.4173
sample_003,30,Badminton,1.291051,-0.996007,-3.849863,3.773999,1.717875,5.907361
sample_003,31,Badminton,4.781242,0.808646,-4.436028,2.626085,1.906975,5.124329
sample_003,32,Badminton,11.429852,5.719504,-8.400501,-0.836299,1.883004,-2.255877
sample_003,33,Badminton,23.626205,-0.609274,-7.163248,-0.977458,-8.243138,-11.516423
sample_003,34,Badminton,22.607058,-11.059025,17.044888,8.831743,-4.146871,-0.878913
sample_003,35,Badminton,-1.44032,3.183676,12.980691,-0.657853,-2.146678,1.472845
sample_003,36,Badminton,-1.44032,3.183676,12.980691,-0.657853,-2.146678,1.472845
sample_003,37,Badminton,2.667098,-2.473321,2.138011,-0.508704,-1.012082,1.494152
sample_003,38,Badminton,5.121405,-2.107966,2.630908,-0.269001,-1.166557,1.395607
sample_003,39,Badminton,5.121405,-2.107966,2.630908,-0.269001,-1.166557,1.395607
sample_003,40,Badminton,3.139364,-2.368119,0.54645,3.651484,-0.767051,1.680588
sample_003,41,Badminton,3.139364,-2.368119,0.54645,3.651484,-0.767051,1.680588
sample_003,42,Badminton,3.287919,-2.448763,-0.605729,3.784653,-0.498051,2.098738
sample_003,43,Badminton,2.91,-3.091514,-1.979737,2.436986,-0.082565,2.668699
sample_003,44,Badminton,1.296037,-2.873041,-3.743005,1.147914,-0.03196,3.286602
sample_003,45,Badminton,-0.321187,1.508345,-0.343213,0.183773,-0.468754,3.076195
sample_003,46,Badminton,2.221088,4.1512,-4.039292,-1.379627,-0.631219,0.604586
sample_003,47,Badminton,10.729059,7.438344,4.460332,0.719111,-0.03196,-1.182537
sample_003,48,Badminton,8.691158,6.44864,4.098729,2.23457,-0.26101,-2.711313
sample_003,49,Badminton,11.960352,-3.50497,10.528778,-1.190528,-5.907361,-10.87455
sample_003,50,Badminton,7.371729,-15.484932,6.844734,-1.107963,-0.039951,-0.668507
sample_003,51,Badminton,0.748106,-2.198915,2.229429,-0.258347,1.249122,1.813757
sample_003,52,Badminton,1.431398,1.249523,2.180298,-0.053267,0.042614,1.424904
sample_003,53,Badminton,0.744652,-0.748438,1.13365,-0.41815,0.298298,0.950824
sample_003,54,Badminton,-0.846807,1.193548,1.459524,0.045277,0.724437,0.822982
sample_003,55,Badminton,-1.052182,0.94499,-0.18363,-0.604586,0.910873,0.178446
sample_003,56,Badminton,-1.165689,1.501137,-0.485835,0.681823,0.945497,-0.194426
sample_003,57,Badminton,0.433908,-0.029284,-1.620737,0.189099,1.036052,-1.134597
sample_003,58,Badminton,0.882093,-0.255995,-1.440937,0.308951,1.198518,-1.512796
sample_003,59,Badminton,0.985155,-1.238738,-1.194234,0.553982,1.182537,-1.707222
sample_003,60,Badminton,0.648418,-0.866406,-0.830617,1.214498,1.536766,-1.627321
sample_003,61,Badminton,3.899149,-0.023492,-2.067071,0.332922,3.13479,-2.010846
sample_003,62,Badminton,7.560155,1.900606,-3.25931,-0.322268,4.948546,-1.651291
sample_003,63,Badminton,7.560155,1.900606,-3.25931,-0.322268,4.948546,-1.651291
sample_003,64,Badminton,-2.456701,11.201593,-8.449867,0.556645,5.076388,-1.861697
sample_003,65,Badminton,-1.483189,7.655206,-11.807385,-3.313236,5.308102,-3.563592
sample_003,66,Badminton,22.920322,-23.472906,-11.233436,5.547805,1.478172,-10.051568
sample_003,67,Badminton,3.060077,7.535774,8.801806,1.142587,-0.894893,0.00799
sample_003,68,Badminton,3.060077,7.535774,8.801806,1.142587,-0.894893,0.00799
sample_003,69,Badminton,2.421898,-2.77754,0.093905,-0.46609,0.788358,-0.953487
sample_003,70,Badminton,2.977151,-4.97901,-1.650281,-0.729764,1.36631,-0.085228
sample_003,71,Badminton,-2.120728,-2.890356,-5.399641,-0.117188,-0.420813,2.042807
sample_003,72,Badminton,-2.268824,-2.145586,-5.004798,1.222488,-2.421006,2.876442
sample_003,73,Badminton,-0.953892,2.459846,-0.837604,2.70865,-3.212027,4.650249
sample_003,74,Badminton,0.791682,3.756833,-4.100883,1.728529,-2.04547,4.365268
sample_003,75,Badminton,4.144262,0.914715,-7.12421,3.156097,-1.739182,2.895086
sample_003,76,Badminton,9.44901,-0.466456,-2.535893,4.644922,-1.227815,2.032153
sample_003,77,Badminton,9.44901,-0.466456,-2.535893,4.644922,-1.227815,2.032153
sample_003,78,Badminton,27.1101,-14.890586,11.579243,-4.322654,-12.440613,-16.108078
sample_003,79,Badminton,27.1101,-14.890586,11.579243,-4.322654,-12.440613,-16.108078
sample_003,80,Badminton,-0.770033,-3.879798,4.702202,1.77647,-0.953487,1.496815
sample_003,81,Badminton,-0.770033,-3.879798,4.702202,1.77647,-0.953487,1.496815
sample_003,82,Badminton,1.193033,-3.140595,2.480589,1.233142,-0.777705,1.416914
sample_003,83,Badminton,-1.369049,-1.784713,2.469172,0.370209,-0.202416,0.623229
sample_003,84,Badminton,-0.896211,-2.831454,2.497622,1.147914,-0.239704,0.375536
sample_003,85,Badminton,-2.003327,-2.541593,2.336832,0.620566,-0.082565,0.383526
sample_003,86,Badminton,-1.24072,-1.958757,2.321746,1.432895,-0.002663,0.846953
sample_003,87,Badminton,-0.790491,-3.012121,0.184069,0.649863,0.615239,0.745744
sample_003,88,Badminton,0.234605,-5.007889,-2.737345,-0.234377,0.727101,1.731192
sample_003,89,Badminton,2.125762,-3.991669,-4.132617,0.029297,0.20508,2.796541
sample_003,90,Badminton,4.071154,-0.432733,-1.00963,-0.324931,-0.759061,2.993631
sample_003,91,Badminton,3.142996,-0.027694,1.366777,0.431466,-1.211835,2.985641
sample_003,92,Badminton,1.567428,0.376973,-1.156508,-1.046705,-0.878913,2.186629
sample_003,93,Badminton,1.869343,0.851256,-3.248166,-0.838962,-0.841626,1.392944
sample_003,94,Badminton,0.633303,13.531952,-14.575851,-4.53306,-2.940363,-1.278419
sample_003,95,Badminton,18.863441,-23.487123,16.160149,-3.987069,-3.494345,-1.432895
sample_003,96,Badminton,-2.562504,-1.066755,2.36296,0.471417,1.880341,2.52754
sample_003,97,Badminton,2.052066,-0.253191,1.181257,-1.123943,0.713784,1.667271
sample_003,98,Badminton,-0.427342,0.664755,0.418198,-1.249122,0.889566,1.025398
sample_003,99,Badminton,-0.427342,0.664755,0.418198,-1.249122,0.889566,1.025398
sample_004,0,Badminton,-0.166323,0.768712,-0.344511,0.218397,0.135832,0.162466
sample_004,1,Badminton,-0.166323,0.768712,-0.344511,0.218397,0.135832,0.162466
sample_004,2,Badminton,-0.2273,-0.67796,-1.588044,2.141352,0.250357,1.80843
sample_004,3,Badminton,0.081961,-1.7043,-1.705492,2.189292,-0.178446,1.957579
sample_004,4,Badminton,2.985319,-4.782449,-0.595928,2.375728,-0.359555,2.815185
sample_004,5,Badminton,3.714295,-4.911507,0.224886,3.065542,-0.351565,3.859227
sample_004,6,Badminton,5.123566,-4.11023,-0.525214,5.350716,-0.428803,4.623615
sample_004,7,Badminton,5.123566,-4.11023,-0.525214,5.350716,-0.428803,4.623615
sample_004,8,Badminton,1.934277,1.745573,-5.088161,5.079052,-1.645964,0.335585
