sample_id,time,label,wafer_signal
sample_001,107,fault_pattern,-1.073483
sample_001,108,fault_pattern,-1.0014354
sample_001,109,fault_pattern,-1.0477986
sample_001,110,fault_pattern,-1.0183796
sample_001,111,fault_pattern,-1.0362088
sample_001,112,fault_pattern,-1.0260769
sample_001,113,fault_pattern,-1.0313388
sample_001,114,fault_pattern,-1.0290157
sample_001,115,fault_pattern,-1.029165
sample_001,116,fault_pattern,-1.0293251
sample_001,117,fault_pattern,-1.0289352
sample_001,118,fault_pattern,-1.0290336
sample_001,119,fault_pattern,-1.0294936
sample_001,120,fault_pattern,-1.0290053
sample_001,121,fault_pattern,-1.0289505
sample_001,122,fault_pattern,-1.0293786
sample_001,123,fault_pattern,-1.0291196
sample_001,124,fault_pattern,-1.0289135
sample_001,125,fault_pattern,-1.0292033
sample_001,126,fault_pattern,-1.0292742
sample_001,127,fault_pattern,-1.0289236
sample_001,128,fault_pattern,-1.0290654
sample_001,129,fault_pattern,-1.0294637
sample_001,130,fault_pattern,-1.0289806
sample_001,131,fault_pattern,-1.0289697
sample_001,132,fault_pattern,-1.0294347
sample_001,133,fault_pattern,-1.0290826
sample_001,134,fault_pattern,-1.0289193
sample_001,135,fault_pattern,-1.0292498
sample_001,136,fault_pattern,-1.0292262
sample_001,137,fault_pattern,-1.0289159
sample_001,138,fault_pattern,-1.0291007
sample_001,139,fault_pattern,-1.0294064
sample_001,140,fault_pattern,-1.0289596
sample_001,141,fault_pattern,-1.0289925
sample_001,142,fault_pattern,-1.0294932
sample_001,143,fault_pattern,-1.0298738
sample_001,144,fault_pattern,-1.0283711
sample_001,145,fault_pattern,-1.0314773
sample_001,146,fault_pattern,-1.0262566
sample_001,147,fault_pattern,-1.0345245
sample_001,148,fault_pattern,-1.0214859
sample_001,149,fault_pattern,-1.0420755
sample_001,150,fault_pattern,-1.0090058
sample_001,151,fault_pattern,-1.0678744
sample_002,0,fault_pattern,0.84269604
sample_002,1,fault_pattern,0.96224832
sample_002,2,fault_pattern,0.90862478
sample_002,3,fault_pattern,0.93932678
sample_002,4,fault_pattern,0.91943886
sample_002,5,fault_pattern,0.93314288
sample_002,6,fault_pattern,0.92588504
sample_002,7,fault_pattern,0.95674855
sample_002,8,fault_pattern,0.95214871
sample_002,9,fault_pattern,0.92673455
sample_002,10,fault_pattern,0.99211187
sample_002,11,fault_pattern,0.9009522
sample_002,12,fault_pattern,1.0063201
sample_002,13,fault_pattern,0.85711652
sample_002,14,fault_pattern,1.1261575
sample_002,15,fault_pattern,0.0075396442
sample_002,16,fault_pattern,-0.84983541
sample_002,17,fault_pattern,-0.45420491
sample_002,18,fault_pattern,-0.53534171
sample_002,19,fault_pattern,-0.32097313
sample_002,20,fault_pattern,-0.33513221
sample_002,21,fault_pattern,-0.18625341
sample_002,22,fault_pattern,-0.2357028
sample_002,23,fault_pattern,-0.084620313
sample_002,24,fault_pattern,-0.23151612
sample_002,25,fault_pattern,0.49533542
sample_002,26,fault_pattern,1.069337
sample_002,27,fault_pattern,0.90107262
sample_002,28,fault_pattern,0.99085609
sample_002,29,fault_pattern,0.93763538
sample_002,30,fault_pattern,0.96401584
sample_002,31,fault_pattern,0.92366336
sample_002,32,fault_pattern,0.92294001
sample_002,33,fault_pattern,0.96873043
sample_002,34,fault_pattern,0.92554682
sample_002,35,fault_pattern,0.97645563
sample_002,36,fault_pattern,0.88734719
sample_002,37,fault_pattern,1.0392258
sample_002,38,fault_pattern,0.79322552
sample_002,39,fault_pattern,2.12903
sample_002,40,fault_pattern,-0.19084369
sample_002,41,fault_pattern,-1.0783489
sample_002,42,fault_pattern,-0.93577816
sample_002,43,fault_pattern,-1.1290665
sample_002,44,fault_pattern,-1.0390409
sample_002,45,fault_pattern,-1.0979857
sample_002,46,fault_pattern,-1.0582796
sample_002,47,fault_pattern,-1.0912429
sample_002,48,fault_pattern,-1.1022757
sample_002,49,fault_pattern,-1.1063535
sample_002,50,fault_pattern,-1.1015212
sample_002,51,fault_pattern,-1.1162473
sample_002,52,fault_pattern,-1.1376214
sample_002,53,fault_pattern,-1.1316454
sample_002,54,fault_pattern,-1.1353225
sample_002,55,fault_pattern,-1.1316901
sample_002,56,fault_pattern,-1.1361752
sample_002,57,fault_pattern,-1.1298846
sample_002,58,fault_pattern,-1.1498759
sample_002,59,fault_pattern,-1.1668076
sample_002,60,fault_pattern,-1.1620649
sample_002,61,fault_pattern,-1.1642234
sample_002,62,fault_pattern,-1.162939
sample_002,63,fault_pattern,-1.1369862
sample_002,64,fault_pattern,-1.1319306
sample_002,65,fault_pattern,-1.135162
sample_002,66,fault_pattern,-1.1082404
sample_002,67,fault_pattern,-1.1019209
sample_002,68,fault_pattern,-1.1051485
sample_002,69,fault_pattern,-1.1018774
sample_002,70,fault_pattern,-1.1073913
sample_002,71,fault_pattern,-1.0887479
sample_002,72,fault_pattern,-1.0705849
sample_002,73,fault_pattern,-1.0757245
sample_002,74,fault_pattern,-1.0727222
sample_002,75,fault_pattern,-1.0742727
sample_002,76,fault_pattern,-1.0740824
sample_002,77,fault_pattern,-1.0736337
sample_002,78,fault_pattern,-1.0741713
sample_002,79,fault_pattern,-1.0731827
sample_002,80,fault_pattern,-1.0755426
sample_002,81,fault_pattern,-1.0703837
sample_002,82,fault_pattern,-1.0974517
sample_002,83,fault_pattern,-1.1046204
sample_002,84,fault_pattern,-1.1055504
sample_002,85,fault_pattern,-1.0839614
sample_002,86,fault_pattern,-1.0711478
sample_002,87,fault_pattern,-1.0754395
sample_002,88,fault_pattern,-1.0726818
sample_002,89,fault_pattern,-1.0748376
sample_002,90,fault_pattern,-1.0734566
sample_002,91,fault_pattern,-1.0739157
sample_002,92,fault_pattern,-1.0738591
sample_002,93,fault_pattern,-1.07408
sample_002,94,fault_pattern,-1.0736302
sample_002,95,fault_pattern,-1.0738456
sample_002,96,fault_pattern,-1.0768969
sample_002,97,fault_pattern,-1.0696651
sample_002,98,fault_pattern,-1.0834782
sample_002,99,fault_pattern,-1.0597277
sample_002,100,fault_pattern,-1.0981841
sample_002,101,fault_pattern,-1.037778
sample_002,102,fault_pattern,-1.1323233
sample_002,103,fault_pattern,-0.97830823
sample_002,104,fault_pattern,-1.2721961
sample_002,105,fault_pattern,0.39879252
sample_002,106,fault_pattern,1.0953653
sample_002,107,fault_pattern,0.83777153
sample_002,108,fault_pattern,1.0003616
sample_002,109,fault_pattern,0.92645792
sample_002,110,fault_pattern,0.97810341
sample_002,111,fault_pattern,0.94496815
sample_002,112,fault_pattern,0.96505226
sample_002,113,fault_pattern,0.95383013
sample_002,114,fault_pattern,0.95940314
sample_002,115,fault_pattern,0.95714643
sample_002,116,fault_pattern,0.9571068
sample_002,117,fault_pattern,0.95685651
sample_002,118,fault_pattern,0.95690121
sample_002,119,fault_pattern,0.95732895
sample_002,120,fault_pattern,0.9568749
sample_002,121,fault_pattern,0.95682398
sample_002,122,fault_pattern,0.95722205
sample_002,123,fault_pattern,0.95698119
sample_002,124,fault_pattern,0.95678951
sample_002,125,fault_pattern,0.95705904
sample_002,126,fault_pattern,0.95712495
sample_002,127,fault_pattern,0.95679894
sample_002,128,fault_pattern,0.9569308
sample_002,129,fault_pattern,0.95730115
sample_002,130,fault_pattern,0.95685196
sample_002,131,fault_pattern,0.95684176
sample_002,132,fault_pattern,0.95727422
sample_002,133,fault_pattern,0.95694681
sample_002,134,fault_pattern,0.9567949
sample_002,135,fault_pattern,0.9571023
sample_002,136,fault_pattern,0.95708032
sample_002,137,fault_pattern,0.95679176
sample_002,138,fault_pattern,0.95696361
sample_002,139,fault_pattern,0.95724785
sample_002,140,fault_pattern,0.95683244
sample_002,141,fault_pattern,0.956863
sample_002,142,fault_pattern,0.9573286
sample_002,143,fault_pattern,0.95768251
sample_002,144,fault_pattern,0.95628518
sample_002,145,fault_pattern,0.9591735
sample_002,146,fault_pattern,0.95431905
sample_002,147,fault_pattern,0.96200694
sample_002,148,fault_pattern,0.94988297
sample_002,149,fault_pattern,0.96902832
sample_002,150,fault_pattern,0.93827826
sample_002,151,fault_pattern,0.99301764
sample_003,0,fault_pattern,-1.3147188
sample_003,1,fault_pattern,-1.5513938
sample_003,2,fault_pattern,-1.5017199
sample_003,3,fault_pattern,-1.5095418
sample_003,4,fault_pattern,-1.5449959
sample_003,5,fault_pattern,-1.4611311
sample_003,6,fault_pattern,-1.6218523
sample_003,7,fault_pattern,-1.2455414
sample_003,8,fault_pattern,-0.76596998
sample_003,9,fault_pattern,0.10727192
sample_003,10,fault_pattern,1.2726725
sample_003,11,fault_pattern,1.4927424
sample_003,12,fault_pattern,1.7240993
sample_003,13,fault_pattern,1.7110955
sample_003,14,fault_pattern,1.7955721
sample_003,15,fault_pattern,1.8544989
sample_003,16,fault_pattern,1.9151216
sample_003,17,fault_pattern,1.94172
sample_003,18,fault_pattern,2.0070104
sample_003,19,fault_pattern,1.9164382
sample_003,20,fault_pattern,1.9037896
sample_003,21,fault_pattern,1.9198019
sample_003,22,fault_pattern,1.8924638
sample_003,23,fault_pattern,1.9564357
sample_003,24,fault_pattern,1.8559461
sample_003,25,fault_pattern,2.0107792
sample_003,26,fault_pattern,1.7531436
sample_003,27,fault_pattern,2.2161575
sample_003,28,fault_pattern,0.33456489
sample_003,29,fault_pattern,-1.6967973
sample_003,30,fault_pattern,-1.3009169
sample_003,31,fault_pattern,-1.5660538
sample_003,32,fault_pattern,-1.4544114
sample_003,33,fault_pattern,-1.5060796
sample_003,34,fault_pattern,-1.5604253
sample_003,35,fault_pattern,-1.0666981
sample_003,36,fault_pattern,-0.06072447
sample_003,37,fault_pattern,0.21081995
sample_003,38,fault_pattern,0.40155054
sample_003,39,fault_pattern,0.43060141
sample_003,40,fault_pattern,0.46945892
sample_003,41,fault_pattern,0.46198879
sample_003,42,fault_pattern,0.46831592
sample_003,43,fault_pattern,0.46451927
sample_003,44,fault_pattern,0.4665821
sample_003,45,fault_pattern,0.46590089
sample_003,46,fault_pattern,0.46553697
sample_003,47,fault_pattern,0.46546276
sample_003,48,fault_pattern,0.46506301
sample_003,49,fault_pattern,0.46559521
sample_003,50,fault_pattern,0.46482838
sample_003,51,fault_pattern,0.46729173
sample_003,52,fault_pattern,0.46746892
sample_003,53,fault_pattern,0.4640785
sample_003,54,fault_pattern,0.46775262
sample_003,55,fault_pattern,0.4668561
sample_003,56,fault_pattern,0.46857234
sample_003,57,fault_pattern,0.46999273
sample_003,58,fault_pattern,0.46929483
sample_003,59,fault_pattern,0.46967877
sample_003,60,fault_pattern,0.46972351
sample_003,61,fault_pattern,0.46921907
sample_003,62,fault_pattern,0.47010603
sample_003,63,fault_pattern,0.46837248
sample_003,64,fault_pattern,0.46710764
sample_003,65,fault_pattern,0.46730297
sample_003,66,fault_pattern,0.46823313
sample_003,67,fault_pattern,0.47057966
sample_003,68,fault_pattern,0.46671901
sample_003,69,fault_pattern,0.46798134
sample_003,70,fault_pattern,0.47155383
sample_003,71,fault_pattern,0.47178416
sample_003,72,fault_pattern,0.46917562
sample_003,73,fault_pattern,0.46972145
sample_003,74,fault_pattern,0.46981056
sample_003,75,fault_pattern,0.46676424
sample_003,76,fault_pattern,0.46501071
sample_003,77,fault_pattern,0.46543753
sample_003,78,fault_pattern,0.4651206
sample_003,79,fault_pattern,0.46535946
sample_003,80,fault_pattern,0.46543648
sample_003,81,fault_pattern,0.46479596
sample_003,82,fault_pattern,0.46859022
sample_003,83,fault_pattern,0.46990185
sample_003,84,fault_pattern,0.46945163
sample_003,85,fault_pattern,0.46943356
sample_003,86,fault_pattern,0.47009986
sample_003,87,fault_pattern,0.46802046
sample_003,88,fault_pattern,0.46471095
sample_003,89,fault_pattern,0.46564869
sample_003,90,fault_pattern,0.4651389
sample_003,91,fault_pattern,0.46525222
sample_003,92,fault_pattern,0.46531893
sample_003,93,fault_pattern,0.46529462
sample_003,94,fault_pattern,0.46529881
sample_003,95,fault_pattern,0.46502936
sample_003,96,fault_pattern,0.46612425
sample_003,97,fault_pattern,0.47080561
sample_003,98,fault_pattern,0.46893184
sample_003,99,fault_pattern,0.47201017
sample_003,100,fault_pattern,0.46682074
sample_003,101,fault_pattern,0.47354922
sample_003,102,fault_pattern,0.45636936
sample_003,103,fault_pattern,0.47982836
sample_003,104,fault_pattern,0.44271658
sample_003,105,fault_pattern,0.51124249
sample_003,106,fault_pattern,0.30883541
sample_003,107,fault_pattern,-0.83684051
sample_003,108,fault_pattern,-0.9459978
sample_003,109,fault_pattern,-0.96660542
sample_003,110,fault_pattern,-0.95542565
sample_003,111,fault_pattern,-0.96301115
sample_003,112,fault_pattern,-0.95828311
sample_003,113,fault_pattern,-0.9610723
sample_003,114,fault_pattern,-0.95958592
sample_003,115,fault_pattern,-0.96012958
sample_003,116,fault_pattern,-0.96017549
sample_003,117,fault_pattern,-0.95942233
sample_003,118,fault_pattern,-0.95949115
sample_003,119,fault_pattern,-0.9599165
sample_003,120,fault_pattern,-0.95946117
sample_003,121,fault_pattern,-0.9594101
sample_003,122,fault_pattern,-0.95980929
sample_003,123,fault_pattern,-0.95956775
sample_003,124,fault_pattern,-0.95937554
sample_003,125,fault_pattern,-0.95964582
sample_003,126,fault_pattern,-0.95971192
sample_003,127,fault_pattern,-0.95938499
sample_003,128,fault_pattern,-0.95951723
sample_003,129,fault_pattern,-0.95988861
sample_003,130,fault_pattern,-0.95943816
sample_003,131,fault_pattern,-0.95942794
sample_003,132,fault_pattern,-0.95986161
sample_003,133,fault_pattern,-0.95953328
sample_003,134,fault_pattern,-0.95938094
sample_003,135,fault_pattern,-0.9596892
sample_003,136,fault_pattern,-0.95966716
sample_003,137,fault_pattern,-0.95937779
sample_003,138,fault_pattern,-0.95955013
sample_003,139,fault_pattern,-0.95983516
sample_003,140,fault_pattern,-0.95941858
sample_003,141,fault_pattern,-0.95944924
sample_003,142,fault_pattern,-0.95991614
sample_003,143,fault_pattern,-0.96027105
sample_003,144,fault_pattern,-0.95886979
sample_003,145,fault_pattern,-0.96176622
sample_003,146,fault_pattern,-0.95689813
sample_003,147,fault_pattern,-0.96460762
sample_003,148,fault_pattern,-0.9524496
sample_003,149,fault_pattern,-0.97164872
sample_003,150,fault_pattern,-0.94081229
sample_003,151,fault_pattern,-0.99570544
sample_004,0,fault_pattern,-0.88484481
sample_004,1,fault_pattern,-1.0382611
sample_004,2,fault_pattern,-0.98102784
sample_004,3,fault_pattern,-1.0131789
sample_004,4,fault_pattern,-0.99316048
sample_004,5,fault_pattern,-1.0058393
sample_004,6,fault_pattern,-0.99779295
sample_004,7,fault_pattern,-1.0032524
sample_004,8,fault_pattern,-1.0013623
sample_004,9,fault_pattern,-1.0012206
sample_004,10,fault_pattern,-1.0031661
sample_004,11,fault_pattern,-0.99809319
sample_004,12,fault_pattern,-1.0061197
sample_004,13,fault_pattern,-0.99527265
sample_004,14,fault_pattern,-1.0125025
sample_004,15,fault_pattern,-0.98477193
sample_004,16,fault_pattern,-1.0231663
sample_004,17,fault_pattern,0.17988427
sample_004,18,fault_pattern,1.3667861
sample_004,19,fault_pattern,1.299401
sample_004,20,fault_pattern,1.1150213
sample_004,21,fault_pattern,0.96059942
sample_004,22,fault_pattern,0.91508883
sample_004,23,fault_pattern,0.81583721
sample_004,24,fault_pattern,0.8419331
sample_004,25,fault_pattern,0.70705687
sample_004,26,fault_pattern,0.86590076
sample_004,27,fault_pattern,0.3298818
sample_004,28,fault_pattern,-1.1349655
sample_004,29,fault_pattern,-0.93260402
sample_004,30,fault_pattern,-1.0427671
sample_004,31,fault_pattern,-0.97572619
sample_004,32,fault_pattern,-1.0185907
sample_004,33,fault_pattern,-0.99163744
sample_004,34,fault_pattern,-1.0071447
sample_004,35,fault_pattern,-1.0011487
sample_004,36,fault_pattern,-1.0019989
sample_004,37,fault_pattern,-1.0044562
sample_004,38,fault_pattern,-0.99743295
sample_004,39,fault_pattern,-1.0147587
sample_004,40,fault_pattern,-0.92019324
sample_004,41,fault_pattern,0.15353864
sample_004,42,fault_pattern,0.92819777
sample_004,43,fault_pattern,0.99763356
sample_004,44,fault_pattern,0.99504213
sample_004,45,fault_pattern,0.99873095
sample_004,46,fault_pattern,0.99886634
sample_004,47,fault_pattern,1.0004431
sample_004,48,fault_pattern,0.99852221
sample_004,49,fault_pattern,1.0042844
sample_004,50,fault_pattern,1.0120576
sample_004,51,fault_pattern,1.0071409
sample_004,52,fault_pattern,1.0092042
sample_004,53,fault_pattern,1.0117912
sample_004,54,fault_pattern,1.0113963
sample_004,55,fault_pattern,1.0125528
sample_004,56,fault_pattern,1.0173019
sample_004,57,fault_pattern,1.015906
sample_004,58,fault_pattern,1.0142682
sample_004,59,fault_pattern,1.0149106
sample_004,60,fault_pattern,1.0144993
sample_004,61,fault_pattern,1.0153789
sample_004,62,fault_pattern,1.0168475
sample_004,63,fault_pattern,1.0151656
sample_004,64,fault_pattern,1.0168078
sample_004,65,fault_pattern,1.0161591
sample_004,66,fault_pattern,1.0176115
sample_004,67,fault_pattern,1.0146306
sample_004,68,fault_pattern,1.0097598
sample_004,69,fault_pattern,1.0124144
sample_004,70,fault_pattern,1.0112163
sample_004,71,fault_pattern,1.0118456
sample_004,72,fault_pattern,1.0099219
sample_004,73,fault_pattern,1.011771
sample_004,74,fault_pattern,1.0112275
sample_004,75,fault_pattern,1.0128691
sample_004,76,fault_pattern,1.0157173
sample_004,77,fault_pattern,1.0163568
sample_004,78,fault_pattern,1.0166258
sample_004,79,fault_pattern,1.0153742
sample_004,80,fault_pattern,1.0163749
sample_004,81,fault_pattern,1.0174975
sample_004,82,fault_pattern,1.0188811
sample_004,83,fault_pattern,1.0149065
sample_004,84,fault_pattern,1.0143691
sample_004,85,fault_pattern,1.015693
sample_004,86,fault_pattern,1.0177516
sample_004,87,fault_pattern,1.0176259
sample_004,88,fault_pattern,1.0174382
sample_004,89,fault_pattern,1.0194487
sample_004,90,fault_pattern,1.0204106
sample_004,91,fault_pattern,1.0214483
sample_004,92,fault_pattern,1.0233457
sample_004,93,fault_pattern,1.0239303
sample_004,94,fault_pattern,1.0235577
sample_004,95,fault_pattern,1.0234898
sample_004,96,fault_pattern,1.0226883
sample_004,97,fault_pattern,1.0213663
sample_004,98,fault_pattern,1.0127629
sample_004,99,fault_pattern,1.0207778
sample_004,100,fault_pattern,1.0083512
sample_004,101,fault_pattern,1.0316819
sample_004,102,fault_pattern,0.99518302
sample_004,103,fault_pattern,1.0557564
sample_004,104,fault_pattern,0.96278975
sample_004,105,fault_pattern,1.1308711
sample_004,106,fault_pattern,0.68499212
sample_004,107,fault_pattern,-1.1278875
sample_004,108,fault_pattern,-0.93816185
sample_004,109,fault_pattern,-1.0392966
sample_004,110,fault_pattern,-0.97704906
sample_004,111,fault_pattern,-1.0168534
sample_004,112,fault_pattern,-0.99146959
sample_004,113,fault_pattern,-1.0071492
sample_004,114,fault_pattern,-0.99810778
sample_004,115,fault_pattern,-1.0027094
sample_004,116,fault_pattern,-1.000789
sample_004,117,fault_pattern,-1.0004036
sample_004,118,fault_pattern,-1.0004992
sample_004,119,fault_pattern,-1.0009465
sample_004,120,fault_pattern,-1.0004717
sample_004,121,fault_pattern,-1.0004185
sample_004,122,fault_pattern,-1.0008347
sample_004,123,fault_pattern,-1.0005829
sample_004,124,fault_pattern,-1.0003825
sample_004,125,fault_pattern,-1.0006643
sample_004,126,fault_pattern,-1.0007332
sample_004,127,fault_pattern,-1.0003923
sample_004,128,fault_pattern,-1.0005302
sample_004,129,fault_pattern,-1.0009174
sample_004,130,fault_pattern,-1.0004478
sample_004,131,fault_pattern,-1.0004371
sample_004,132,fault_pattern,-1.0008893
sample_004,133,fault_pattern,-1.0005469
sample_004,134,fault_pattern,-1.0003881
sample_004,135,fault_pattern,-1.0007095
sample_004,136,fault_pattern,-1.0006865
sample_004,137,fault_pattern,-1.0003848
sample_004,138,fault_pattern,-1.0005645
sample_004,139,fault_pattern,-1.0008617
sample_004,140,fault_pattern,-1.0004273
sample_004,141,fault_pattern,-1.0004593
sample_004,142,fault_pattern,-1.0009461
sample_004,143,fault_pattern,-1.0013161
sample_004,144,fault_pattern,-0.99985516
sample_004,145,fault_pattern,-1.0028751
sample_004,146,fault_pattern,-0.99779944
sample_004,147,fault_pattern,-1.0058376
sample_004,148,fault_pattern,-0.99316126
sample_004,149,fault_pattern,-1.0131789
sample_004,150,fault_pattern,-0.98102784
sample_004,151,fault_pattern,-1.0382611
sample_005,0,fault_pattern,-1.3030121
sample_005,1,fault_pattern,-1.5386156
sample_005,2,fault_pattern,-1.4889363
sample_005,3,fault_pattern,-1.4979724
sample_005,4,fault_pattern,-1.5309281
sample_005,5,fault_pattern,-1.4529321
sample_005,6,fault_pattern,-1.6084226
sample_005,7,fault_pattern,-1.2367237
sample_005,8,fault_pattern,-0.72883574
sample_005,9,fault_pattern,0.18022365
sample_005,10,fault_pattern,1.3864695
sample_005,11,fault_pattern,1.6394923
sample_005,12,fault_pattern,1.8545525
sample_005,13,fault_pattern,1.9241592
sample_005,14,fault_pattern,1.988314
sample_005,15,fault_pattern,2.0179653
sample_005,16,fault_pattern,2.0120499
sample_005,17,fault_pattern,1.9710749
sample_005,18,fault_pattern,1.9818891
sample_005,19,fault_pattern,1.9877331
sample_005,20,fault_pattern,1.9648214
sample_005,21,fault_pattern,2.0076305
sample_005,22,fault_pattern,1.9431899
sample_005,23,fault_pattern,2.0474887
sample_005,24,fault_pattern,1.8702309
sample_005,25,fault_pattern,2.2001883
sample_005,26,fault_pattern,-0.33289314
sample_005,27,fault_pattern,-1.5556798
sample_005,28,fault_pattern,-1.3555651
sample_005,29,fault_pattern,-1.5288188
sample_005,30,fault_pattern,-1.4529634
sample_005,31,fault_pattern,-1.5067694
sample_005,32,fault_pattern,-1.504803
sample_005,33,fault_pattern,-0.7749911
sample_005,34,fault_pattern,-0.12711798
sample_005,35,fault_pattern,0.25418424
sample_005,36,fault_pattern,0.40062952
sample_005,37,fault_pattern,0.51210906
sample_005,38,fault_pattern,0.50632774
sample_005,39,fault_pattern,0.51822922
sample_005,40,fault_pattern,0.51879441
sample_005,41,fault_pattern,0.51870554
sample_005,42,fault_pattern,0.50927802
sample_005,43,fault_pattern,0.51398001
sample_005,44,fault_pattern,0.51857488
sample_005,45,fault_pattern,0.5147603
sample_005,46,fault_pattern,0.51327807
sample_005,47,fault_pattern,0.51296812
sample_005,48,fault_pattern,0.51521815
sample_005,49,fault_pattern,0.51834698
sample_005,50,fault_pattern,0.5123953
sample_005,51,fault_pattern,0.50830812
sample_005,52,fault_pattern,0.51155922
sample_005,53,fault_pattern,0.51126364
sample_005,54,fault_pattern,0.51635615
sample_005,55,fault_pattern,0.51218061
sample_005,56,fault_pattern,0.51445026
sample_005,57,fault_pattern,0.51088334
sample_005,58,fault_pattern,0.51315586
sample_005,59,fault_pattern,0.51330759
sample_005,60,fault_pattern,0.50882287
sample_005,61,fault_pattern,0.50904831
sample_005,62,fault_pattern,0.50837151
sample_005,63,fault_pattern,0.51021716
sample_005,64,fault_pattern,0.51150385
sample_005,65,fault_pattern,0.51053068
sample_005,66,fault_pattern,0.51199704
sample_005,67,fault_pattern,0.51449861
sample_005,68,fault_pattern,0.50805124
sample_005,69,fault_pattern,0.50659708
sample_005,70,fault_pattern,0.51135464
sample_005,71,fault_pattern,0.51046296
sample_005,72,fault_pattern,0.51427524
sample_005,73,fault_pattern,0.51219571
sample_005,74,fault_pattern,0.51601836
sample_005,75,fault_pattern,0.51220308
